,player,comp_group,rvap_raw,icr_raw,wpa_raw,n1,n2,n3,rvap_w,icr_w,wpa_w,rvap_z,icr_z,wpa_z,icr_z_final_initial,icr_percentile_final_initial,rvap_score_percentile,icr_rank_final,icr_z_final,icr_percentile_final,bowler,team_bowl
3845,deepak chahar,['Powerplay'],367.6269666045559,66.9960500791201,-52.540000000000006,10.0,10.0,10,365.7943663462534,66.9960500791201,-52.18800000000001,1.2516246259259793,0.9798892675716245,-0.777315662473873,1.1864535651968122,88.2278385586573,100.0,3.0,0.7909690434645414,80.59701492537313,Deepak Chahar,Chennai Super Kings
4052,ravi bishnoi,['Middle'],269.694057201751,58.249330611893534,65.00999999999999,13.0,13.0,13,269.694057201751,58.249330611893534,65.00999999999999,0.36761625230981826,0.4350738939099106,0.9243263383769371,0.9915382957314332,83.92885988544938,68.42105263157895,5.0,0.7161109913615906,79.1044776119403,Ravi Bishnoi,Lucknow Super Giants
4336,jason behrendorff,"['Powerplay', 'Death']",257.69897745988544,68.74091896139475,-42.22000000000001,12.0,12.0,12,257.69897745988544,68.74091896139475,-42.22000000000001,0.642743858022671,1.019344874376295,-0.02707567393411932,0.8975114586192655,81.52769691084521,70.58823529411765,4.0,0.6335375002018345,77.61194029850746,Jason Behrendorff,Mumbai Indians
4584,tushar deshpande,"['Powerplay', 'Death']",258.20866697149296,62.01378176582623,-117.12999999999998,16.0,16.0,16,258.20866697149296,62.01378176582623,-116.83079999999998,0.6473000022563078,0.614773814500744,-1.5294704512144144,0.7243321523624284,76.55690788447512,76.47058823529412,5.0,0.5518721160856597,76.11940298507463,Tushar Deshpande,Chennai Super Kings
4942,ravichandran ashwin,['Middle'],242.29283375012912,56.34213609084604,7.059999999999977,13.0,13.0,13,242.29283375012912,56.34213609084604,7.059999999999977,0.16034771894159913,0.3041534522805863,-0.09670252917559928,0.62977700131825,73.55797525376974,63.1578947368421,6.0,0.45483894539651387,74.6268656716418,Ravichandran Ashwin,Rajasthan Royals
5247,arshdeep singh,"['Powerplay', 'Death']",273.0655798636595,60.342744898813706,11.490000000000023,9.0,9.0,9,273.0655798636595,60.342744898813706,11.490000000000023,0.7801068120134853,0.5142774017289449,1.0544517120170396,0.6851833161913682,75.33858747757014,88.23529411764706,6.0,0.4404749889801653,73.13432835820896,Arshdeep Singh,Punjab Kings
5446,adam zampa,"['Powerplay', 'Middle']",326.15886619423816,65.63604644412283,21.92000000000001,6.0,6.0,6,326.15886619423816,65.63604644412283,21.92000000000001,1.2277070639641545,1.1997559065344698,0.29503943601580884,0.7314640137126135,76.7752111246052,100.0,1.0,0.39898037111597096,71.64179104477611,Adam Zampa,Rajasthan Royals
5579,harpreet brar,"['Powerplay', 'Middle']",267.0685621284528,61.67912168021408,49.23000000000001,7.0,7.0,7,267.0685621284528,61.67912168021408,49.23000000000001,0.7507829411776423,0.945913650079387,1.4557318874119107,0.5475035086157375,70.79835696720096,80.0,2.0,0.31937704669251354,70.1492537313433,Harpreet Brar,Punjab Kings
5683,marco jansen,['Powerplay'],262.7107740859122,59.03530743951415,-42.48000000000003,8.0,8.0,8,262.7107740859122,59.03530743951415,-42.48000000000003,0.5025393547985333,0.5310857117008476,-0.5754609761187646,0.4880028733292956,68.72260970777684,66.66666666666666,4.0,0.30030946051033575,68.65671641791045,Marco Jansen,Sunrisers Hyderabad
5861,akash madhwal,['Death'],555.0250892204097,70.67217670150396,28.100000000000023,7.0,7.0,7,543.7464579304755,70.50166814778326,28.100000000000023,1.747209797417082,1.240005321123982,0.5264027345447554,0.47745046591889806,68.34793073006604,100.0,2.0,0.2785127717860239,67.16417910447761,Akash Madhwal,Mumbai Indians
5985,t natarajan,['Death'],78.79581608995619,37.97162912464635,13.410000000000004,12.0,12.0,12,78.79581608995619,37.97162912464635,13.410000000000004,-0.714341540295833,-0.8661789356102089,0.18905635278777932,0.28569653380292187,61.244472013775045,28.57142857142857,3.0,0.20166814150794488,65.67164179104478,T Natarajan,Sunrisers Hyderabad
6260,harshal patel,"['Middle', 'Death']",64.3543735097449,37.98813422472264,24.799999999999972,12.0,12.0,12,64.74088433230067,38.06389957879521,23.810399999999973,-1.0776976620193925,-1.3698278091278486,1.2099082830046448,0.18529170159815028,57.34998767505613,11.11111111111111,3.0,0.13079414230457667,64.17910447761194,Harshal Patel,Royal Challengers Bangalore
6524,krunal pandya,"['Powerplay', 'Middle']",146.47804338677568,39.54285307406185,5.890000000000043,11.0,11.0,11,146.47804338677568,39.54285307406185,5.890000000000043,-0.22251594899587965,-0.4741589334920003,-0.3862458073338606,0.1642945860761209,56.52503782651704,60.0,3.0,0.11295252792733314,62.68656716417911,Krunal Pandya,Lucknow Super Giants
6770,kuldeep yadav,['Middle'],23.367098881114032,33.83186667111504,114.72999999999999,14.0,14.0,14,24.40133562358528,33.83186667111504,114.72999999999999,-1.4878287330999864,-1.2410766651002236,1.8003497256886212,0.13704895579348642,55.45039504882683,5.263157894736842,8.0,0.10098344111098999,61.19402985074627,Kuldeep Yadav,Delhi Capitals
7067,axar patel,['Middle'],160.4798884861139,43.4990911662823,27.220000000000013,13.0,13.0,13,160.4798884861139,43.4990911662823,27.220000000000013,-0.458502355594147,-0.5774645970758304,0.2584992304423328,0.13486240848243142,55.36396691783986,52.63157894736842,9.0,0.0974006283484227,59.70149253731343,Axar Patel,Delhi Capitals
7350,yash thakur,['Death'],166.85193169269198,55.568025351798,25.14,8.0,8.0,8,166.85193169269198,55.568025351798,25.14,-0.248153025537173,0.2731142783488642,0.45842824237316554,0.1525726593024704,56.06323563797031,57.14285714285714,4.0,0.09389086726305873,58.2089552238806,Yash Thakur,Lucknow Super Giants
7533,mitchell marsh,['Middle'],453.6258948622491,75.1463225429161,-12.5,8.0,8.0,8,447.3812864887837,75.00664780717572,-12.5,1.7116792821087985,1.5853893669871224,-0.44133280785252044,0.1431404425300331,55.69103673652478,100.0,7.0,0.08808642617232809,56.71641791044776,Mitchell Marsh,Delhi Capitals
7653,sandeep sharma,"['Powerplay', 'Death']",126.83878103324054,50.82172120680173,-78.22999999999999,12.0,12.0,12,126.83878103324054,50.82172120680173,-78.22999999999999,-0.5270230604320817,-0.05831841937530737,-0.7521883376485334,0.11350135481153212,54.51834554802708,29.411764705882355,7.0,0.08011860339637564,55.223880597014926,Sandeep Sharma,Rajasthan Royals
7943,khaleel ahmed,"['Powerplay', 'Death']",117.32807637861893,48.37562191702828,-12.410000000000027,9.0,9.0,9,117.32807637861893,48.37562191702828,-12.410000000000027,-0.6120398033376022,-0.20542720479986898,0.5731911548725092,-0.032851104378076555,48.689666239095125,23.52941176470588,8.0,-0.02111856710019206,53.73134328358209,Khaleel Ahmed,Delhi Capitals
8155,mayank markande,['Middle'],133.669193023628,49.08862982528481,28.319999999999947,10.0,10.0,10,133.669193023628,49.08862982528481,28.319999999999947,-0.6613040128596552,-0.19376756897254604,0.2778802788341831,-0.03434133961184102,48.63024800266882,31.57894736842105,10.0,-0.022894226407894003,52.23880597014925,Mayank Markande,Sunrisers Hyderabad
8381,amit mishra,"['Middle', 'Death']",243.56480748144259,60.5450193209509,12.43,6.0,6.0,6,243.56480748144259,60.5450193209509,12.43,0.08670492261171571,0.5925045835429474,0.8265732730405574,-0.10015219812688758,46.01117477487684,66.66666666666666,4.0,-0.05462847170557503,50.74626865671642,Amit Mishra,Lucknow Super Giants
8481,nathan ellis,['Death'],228.54982943958964,52.21066474100216,1.5899999999999785,7.0,7.0,7,228.54982943958964,52.21066474100216,1.5899999999999785,0.07848926520525756,0.05573919135286367,-0.08238232878931125,-0.12519505747772963,45.0184565010851,71.42857142857143,5.0,-0.07303045019534228,49.25373134328358,Nathan Ellis,Punjab Kings
8642,moeen ali,['Middle'],296.21597277463167,59.373994439093494,2.580000000000009,11.0,11.0,11,296.21597277463167,59.373994439093494,2.580000000000009,0.5682335186378055,0.5122770755028794,-0.17563625353513904,-0.1336476228117795,44.68406122010148,73.68421052631578,11.0,-0.09188274068309839,47.76119402985074,Moeen Ali,Chennai Super Kings
8790,naveen-ul-haq,"['Powerplay', 'Death']",221.47307221255312,59.20280484787473,-54.529999999999994,6.0,6.0,6,221.47307221255312,59.20280484787473,-54.529999999999994,0.31891838086040775,0.44572123270852176,-0.2749550655010293,-0.27687360052305116,39.09385820851024,58.82352941176471,9.0,-0.15102196392166425,46.26865671641791,Naveen-Ul-Haq,Lucknow Super Giants
8935,rahul chahar,['Middle'],120.84943076366915,38.64639702655921,71.18000000000004,9.0,9.0,9,120.84943076366915,38.64639702655921,71.18000000000004,-0.7582753516191164,-0.9105805183168605,1.0330364007203228,-0.3152213545148722,37.62967964473993,21.052631578947366,12.0,-0.2026422993309893,44.776119402985074,Rahul Chahar,Punjab Kings
9134,vijaykumar vyshak,"['Middle', 'Death']",257.5826671992322,58.536472207266016,-41.790000000000006,6.0,6.0,6,257.5826671992322,58.536472207266016,-41.790000000000006,0.17798148001492953,0.41718248621883347,-0.9997618505274083,-0.37879995241488906,35.241821135671955,77.77777777777779,5.0,-0.20661815586266674,43.28358208955223,Vijaykumar Vyshak,Royal Challengers Bangalore
9268,avesh khan,"['Powerplay', 'Death']",134.29125300178924,44.573477651392835,0.41999999999999105,8.0,8.0,8,134.29125300178924,44.573477651392835,0.41999999999999105,-0.46040497939927183,-0.4340887424835645,0.8315414874316858,-0.3540299083927421,36.16582346321901,35.294117647058826,10.0,-0.21786455901091825,41.7910447761194,Avesh Khan,Lucknow Super Giants
9426,wayne parnell,['Powerplay'],193.77823560974437,47.65253069939162,-40.01999999999997,6.0,6.0,6,193.77823560974437,47.65253069939162,-40.01999999999997,0.0016221075268833918,-0.11064219082346204,-0.5243111483031917,-0.4297809628427184,33.36774911397763,55.55555555555556,5.0,-0.23442597973239182,40.298507462686565,Wayne Parnell,Royal Challengers Bangalore
9556,anrich nortje,"['Powerplay', 'Death']",178.58983286018756,45.536930511134315,-112.61000000000004,10.0,10.0,10,178.58983286018756,45.536930511134315,-112.61000000000004,-0.06441739365597764,-0.37614654013595805,-1.4444786286371925,-0.3669359676177989,35.68333908255828,52.94117647058824,11.0,-0.24462397841186592,38.80597014925373,Anrich Nortje,Delhi Capitals
9799,sunil narine,['Middle'],159.74667335451565,39.93042161837266,-24.769999999999953,13.0,13.0,13,159.74667335451565,39.93042161837266,-24.769999999999953,-0.4640485468157934,-0.8224379273184333,-0.6575195930961714,-0.3515460238701128,36.25893754504605,47.368421052631575,13.0,-0.25389435057285925,37.3134328358209,Sunil Narine,Kolkata Knight Riders
10065,alzarri joseph,"['Middle', 'Death']",185.82140273438387,48.56005900346361,1.8600000000000145,6.0,6.0,6,185.82140273438387,48.56005900346361,1.8600000000000145,-0.2892882249986241,-0.45363885262133236,0.4705356069373967,-0.4839881235710266,31.41971488965325,44.44444444444444,6.0,-0.26399352194783265,35.82089552238806,Alzarri Joseph,Gujarat Titans
10186,suyash sharma,['Middle'],138.3904583972299,52.06411755647453,-64.75999999999996,11.0,11.0,11,138.3904583972299,52.06411755647453,-64.75999999999996,-0.6255913830438247,0.010486461505707922,-1.362108797814479,-0.4145446412406897,33.92376404301722,36.84210526315789,14.0,-0.28499944085297413,34.32835820895522,Suyash Sharma,Kolkata Knight Riders
10421,maheesh theekshana,"['Powerplay', 'Middle']",14.34492176437891,31.59329587463767,-15.130000000000006,13.0,13.0,13,14.34492176437891,31.59329587463767,-15.130000000000006,-1.2889764134850732,-0.9841341434647117,-1.2796092393494636,-0.4317595812365641,33.29580793499476,20.0,4.0,-0.3118263642264074,32.83582089552239,Maheesh Theekshana,Chennai Super Kings
10710,shardul thakur,"['Middle', 'Death']",231.3999262462262,52.78337596366869,-4.700000000000015,8.0,8.0,8,231.3999262462262,52.78337596366869,-4.700000000000015,0.007493937288444587,-0.08499388428437232,0.2495699409358123,-0.551750737572876,29.05595713762512,55.55555555555556,7.0,-0.33953891542946213,31.343283582089555,Shardul Thakur,Kolkata Knight Riders
10817,karn sharma,['Middle'],227.79497289574908,63.21214555085473,-48.920000000000016,7.0,7.0,7,227.79497289574908,63.21214555085473,-48.920000000000016,0.05068289461106342,0.7757491194115823,-1.0830217009718195,-0.6999273167491802,24.19863484313785,57.89473684210527,15.0,-0.4082909347703551,29.850746268656714,Karn Sharma,Royal Challengers Bangalore
10941,andre russell,"['Powerplay', 'Death']",227.2457230368897,59.52987356176723,-18.019999999999982,9.0,9.0,9,227.2457230368897,59.52987356176723,-18.019999999999982,0.3705204428356453,0.4653911951880724,0.46022581070594887,-0.6399234831274527,26.111117304969728,64.70588235294117,12.0,-0.41137938201050533,28.35820895522388,Andre Russell,Kolkata Knight Riders
11040,josh little,"['Middle', 'Death']",69.18575879169197,38.935201150629695,-7.109999999999999,9.0,9.0,9,69.18575879169197,38.935201150629695,-7.109999999999999,-1.048755095400051,-1.2937736215337283,0.16839200571267016,-0.685548921417068,24.64988004539147,22.22222222222222,8.0,-0.44071002091097233,26.865671641791046,Josh Little,Gujarat Titans
11208,harshit rana,['Powerplay'],174.47683768486468,44.64458358070987,-11.000000000000007,6.0,6.0,6,174.47683768486468,44.64458358070987,-11.000000000000007,-0.13863680837490291,-0.28022151574966636,0.07909047901708546,-0.8143244512262281,20.772955290727108,44.44444444444444,6.0,-0.4441769733961244,25.37313432835821,Harshit Rana,Kolkata Knight Riders
11312,riley meredith,['Death'],129.61866192719054,48.214303453553924,1.2200000000000202,5.0,5.0,5,129.61866192719054,48.214303453553924,1.2200000000000202,-0.4452741750765964,-0.20300852247123713,-0.09087914031075896,-0.9116372347159842,18.09798573137461,42.857142857142854,6.0,-0.4558186173579921,23.88059701492537,Riley Meredith,Mumbai Indians
11437,akash singh,['Powerplay'],102.6311645545132,40.646975920444824,-28.59999999999999,6.0,6.0,6,102.6311645545132,40.646975920444824,-28.59999999999999,-0.6607231497226375,-0.5055950285143019,-0.28685950860651493,-0.8604411750578587,19.47729484240827,33.33333333333333,7.0,-0.46933155003155924,22.388059701492537,Akash Singh,Chennai Super Kings
11554,krishnappa gowtham,"['Powerplay', 'Middle']",116.18706642219117,36.219191362639855,12.979999999999984,6.0,6.0,6,116.18706642219117,36.219191362639855,12.979999999999984,-0.4669976426608438,-0.6873764796571463,-0.08491627674439545,-1.0115025271679101,15.588798609385869,40.0,5.0,-0.5517286511824964,20.8955223880597,Krishnappa Gowtham,Lucknow Super Giants
11654,yash dayal,"['Powerplay', 'Middle', 'Death']",23.40979427617387,26.114404782788185,-132.62000000000003,5.0,5.0,5,23.40979427617387,26.114404782788185,-132.62000000000003,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-1.1313708498984756,12.894951764616986,50.0,2.0,-0.5656854249492378,19.402985074626866,Yash Dayal,Gujarat Titans
11742,wanindu hasaranga de silva,['Middle'],154.1690982835421,47.48195372223476,-8.399999999999975,6.0,6.0,6,154.1690982835421,47.48195372223476,-8.399999999999975,-0.5062384806613714,-0.30405875460948084,-0.3690943547556193,-1.085233575412915,13.890910852947147,42.10526315789473,16.0,-0.5919455865888626,17.91044776119403,Wanindu Hasaranga De Silva,Royal Challengers Bangalore
11863,vaibhav arora,"['Powerplay', 'Death']",153.3924136641032,46.88249977859425,-30.430000000000007,5.0,5.0,5,153.3924136641032,46.88249977859425,-30.430000000000007,-0.2896585915976208,-0.2952237985824125,0.2103327766405253,-1.1994966138399292,11.51674503198523,47.05882352941176,15.0,-0.5997483069199646,16.417910447761194,Vaibhav Arora,Kolkata Knight Riders
11966,hardik pandya,['Powerplay'],25.520940005710912,26.12793438822764,-48.140000000000015,11.0,11.0,11,25.520940005710912,26.12793438822764,-48.140000000000015,-1.2210658017031537,-1.3241364338193116,-0.6931471653204448,-0.9952882803137744,15.979803805934518,22.22222222222222,8.0,-0.6842606927157199,14.925373134328357,Hardik Pandya,Gujarat Titans
12117,kumar kartikeya,['Middle'],130.4313132116842,39.394629110444185,1.9500000000000464,7.0,7.0,7,130.4313132116842,39.394629110444185,1.9500000000000464,-0.6857960068404726,-0.8592177056711694,-0.18673630852319872,-1.2270224180498173,10.990708256599097,26.31578947368421,17.0,-0.7157630771957267,13.432835820895523,Kumar Kartikeya,Mumbai Indians
12250,mukesh kumar,"['Powerplay', 'Death']",151.545016289376,31.07801286304973,-101.90999999999998,10.0,10.0,10,151.545016289376,31.07801286304973,-101.90999999999998,-0.3061725843410706,-1.2457080590228229,-1.229018881296335,-1.0759201762679458,14.098147880307183,41.17647058823529,14.0,-0.7172801175119639,11.940298507462686,Mukesh Kumar,Delhi Capitals
12444,cameron green,"['Powerplay', 'Death']",16.810067226943232,26.688671006745153,-48.89000000000003,15.0,15.0,15,16.810067226943232,26.719440818404003,-48.89000000000003,-1.5105761423111919,-1.5078332484433494,-0.16138562858491512,-0.9775270874770949,16.41541371457406,11.76470588235294,13.0,-0.7331453156078211,10.44776119402985,Cameron Green,Mumbai Indians
12664,umran malik,"['Middle', 'Death']",88.69476229231381,48.55358708652965,-60.05,8.0,8.0,8,88.69476229231381,48.55358708652965,-58.993199999999995,-0.9217232436228388,-0.45420377342544865,-1.5792308361003409,-1.3231008143994785,9.290092696500418,33.33333333333333,9.0,-0.8142158857842945,8.955223880597014,Umran Malik,Sunrisers Hyderabad
12785,sam curran,"['Powerplay', 'Death']",35.029517767099804,31.039705853713286,-115.25999999999999,9.0,9.0,9,35.029517767099804,31.039705853713286,-115.25999999999999,-1.3477114126510563,-1.2480118484234786,-1.4978401548477773,-1.409517502604343,7.934110088124252,17.647058823529413,16.0,-0.9061183945313633,7.462686567164178,Sam Curran,Punjab Kings
12981,chris jordan,"['Powerplay', 'Death']",6.420062883653941,26.880982329612962,-35.99000000000002,6.0,6.0,6,8.082463578580228,26.880982329612962,-35.99000000000002,-1.5885926997061899,-1.498118117251026,0.09837425372322019,-1.8695113174319342,3.0775855285455145,5.88235294117647,17.0,-1.019733445871964,5.970149253731343,Chris Jordan,Mumbai Indians
13095,jason holder,['Death'],-24.75294736154936,26.461117213903698,-90.70999999999997,8.0,8.0,8,-18.540021554459027,27.151747928548257,-85.19419999999997,-1.229658952080804,-1.5667210843222878,-2.0753255461939206,-1.6664223525940913,4.781466088625727,14.285714285714285,7.0,-1.0254906785194409,4.477611940298507,Jason Holder,Rajasthan Royals
13270,washington sundar,['Middle'],95.27047375532747,30.317439037087105,-9.829999999999997,7.0,7.0,7,95.27047375532747,30.317439037087105,-9.829999999999997,-0.9517598839272498,-1.4823265286267455,-0.3942897176650265,-1.8965486091147419,2.8943769355964415,15.789473684210526,18.0,-1.1063200219835996,2.9850746268656714,Washington Sundar,Sunrisers Hyderabad
13376,umesh yadav,['Powerplay'],-27.33976921547861,23.553506200320356,-41.720000000000006,7.0,7.0,7,-23.11091247778345,23.75946045535294,-41.720000000000006,-1.5744625315243708,-1.4576641172508698,-0.5596585902895631,-2.056305539658183,1.987653733783162,11.11111111111111,9.0,-1.199511564800607,1.4925373134328357,Umesh Yadav,Kolkata Knight Riders
13468,hrithik shokeen,['Middle'],29.112858561509853,27.61564942074368,-69.41000000000003,8.0,8.0,8,29.112858561509853,28.101971551685494,-68.57300000000001,-1.4521897970868376,-1.6344085414488474,-1.4292905591945977,-2.314613770326459,1.031703929541677,10.526315789473683,19.0,-1.4243777048162827,0.0,Hrithik Shokeen,Mumbai Indians
